caseid,dAge,dAncstry1,dAncstry2,iAvail,iCitizen,iClass,dDepart,iDisabl1,iDisabl2,iEnglish,iFeb55,iFertil,dHispanic,dHour89,dHours,iImmigr,dIncome1,dIncome2,dIncome3,dIncome4,dIncome5,dIncome6,dIncome7,dIncome8,dIndustry,iKorean,iLang1,iLooking,iMarital,iMay75880,iMeans,iMilitary,iMobility,iMobillim,dOccup,iOthrserv,iPerscare,dPOB,dPoverty,dPwgt1,iRagechld,dRearning,iRelat1,iRelat2,iRemplpar,iRiders,iRlabor,iRownchld,dRpincome,iRPOB,iRrelchld,iRspouse,iRvetserv,iSchool,iSept80,iSex,iSubfam1,iSubfam2,iTmpabsnt,dTravtime,iVietnam,dWeek89,iWork89,iWorklwk,iWWII,iYearsch,iYearwrk,dYrsserv
1058303,7,1,1,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,2,0,0,4,1,2,0,0,2,0,1,1,4,0,0,0,0,0,6,0,2,23,0,4,0,1,0,1,0,0,3,0,0,0,2,2,0,5,5,0
1058304,4,11,1,0,0,1,1,2,2,0,0,0,0,3,5,0,2,0,0,0,0,0,0,0,4,0,2,0,0,0,1,4,1,2,6,0,2,0,2,0,0,3,0,0,0,1,1,0,3,10,0,1,0,2,0,0,0,0,0,1,0,2,1,1,0,7,1,0
1058305,3,11,1,0,0,1,2,2,2,1,0,0,0,4,5,0,2,0,0,1,0,0,0,0,2,0,1,0,4,0,12,4,1,2,5,0,2,0,2,1,0,3,2,0,0,0,1,0,3,24,0,6,0,1,0,0,0,0,0,5,0,1,1,1,0,11,1,0
1058306,5,11,1,0,0,2,0,2,2,0,0,7,0,1,0,0,1,0,0,0,0,1,0,0,9,0,2,2,2,0,0,4,2,2,3,0,2,0,1,1,2,2,0,0,0,0,6,0,2,23,0,4,0,1,0,1,0,0,3,0,0,1,1,2,0,10,1,0
1058307,6,1,1,0,0,7,2,2,2,0,0,0,0,5,5,0,2,0,0,0,0,0,0,0,7,0,2,0,0,0,1,4,1,2,1,0,2,0,2,0,0,3,0,0,0,1,1,0,3,10,0,1,0,1,0,0,0,0,0,1,0,2,1,1,0,11,1,0
1058308,3,2,2,0,0,3,3,2,2,0,0,0,0,3,3,0,2,0,0,1,0,0,0,0,9,0,2,0,4,0,1,4,2,2,1,0,2,0,2,1,0,3,9,0,0,1,1,0,3,10,0,6,0,2,0,0,0,0,0,4,0,1,1,1,0,14,1,0
1058309,7,1,2,0,0,6,0,2,2,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,3,0,2,2,0,0,0,2,1,2,1,0,2,0,2,1,0,4,0,0,0,0,6,0,4,22,0,1,10,1,0,0,0,0,3,0,0,1,1,2,1,10,2,1
1058310,3,8,1,0,3,0,0,2,2,1,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,1,2,4,0,0,4,1,2,0,0,2,3,2,1,0,0,2,0,0,0,6,0,2,51,0,6,0,2,0,0,0,0,3,0,0,0,2,2,0,10,7,0
1058311,6,1,1,0,0,1,1,2,2,0,0,0,0,3,4,0,2,0,0,0,0,0,0,0,7,0,2,0,0,0,1,4,1,2,5,0,2,0,2,0,0,3,1,0,0,2,1,0,3,10,0,1,0,1,0,0,0,0,0,5,0,2,1,1,0,10,1,0
1058312,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,4,0,6,0,0,0,0,0,0,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1058313,3,11,1,0,0,4,3,2,2,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,9,0,2,0,4,0,1,4,2,2,1,0,2,0,2,1,4,0,0,0,0,1,1,0,3,10,0,6,0,1,0,1,0,0,0,1,0,0,2,1,0,14,1,0
1058314,5,1,1,0,0,1,5,1,2,0,0,0,0,3,3,0,3,0,0,1,0,0,0,0,6,0,2,0,0,0,1,4,1,2,6,0,2,0,2,1,0,4,0,0,0,8,1,0,4,22,0,1,0,1,0,0,0,0,0,6,0,2,1,1,0,11,1,0
1058315,3,3,1,4,0,1,0,2,2,0,0,3,0,1,0,0,1,0,0,0,1,1,0,0,8,0,2,1,4,0,0,4,1,2,3,0,2,0,1,2,2,2,0,0,0,0,3,0,2,10,0,6,0,2,0,1,0,0,3,0,0,1,1,2,0,8,2,0
1058316,4,1,1,0,0,1,0,2,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,2,0,0,0,4,2,2,1,0,2,0,2,2,1,0,1,0,0,0,6,0,0,10,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,10,4,0
1058317,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,4,0,2,0,121,0,0,1,0,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1058318,2,0,1,0,0,1,0,2,2,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,4,0,2,0,4,0,0,4,1,2,6,0,2,0,2,1,0,2,2,0,0,0,3,0,2,21,0,6,0,1,0,0,0,0,0,0,0,1,1,2,0,7,1,0
1058319,2,1,1,0,0,1,5,2,2,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,7,0,2,0,4,0,1,4,2,2,3,0,2,0,2,0,4,2,2,0,113,1,1,1,2,10,1,6,0,3,0,1,0,0,0,4,0,1,1,1,0,7,1,0
1058320,6,2,1,0,0,1,0,2,2,0,1,0,0,3,0,0,4,0,0,1,0,0,0,0,6,0,2,2,0,0,0,2,1,2,2,0,2,0,2,0,0,5,0,0,0,0,6,0,5,21,0,1,7,1,0,0,0,0,0,0,0,1,1,0,0,10,2,1
1058321,4,1,1,0,0,1,3,2,2,0,0,0,0,5,5,0,4,0,0,0,0,0,0,0,9,0,2,0,0,0,1,3,2,2,1,0,2,0,2,1,0,5,1,0,0,1,1,0,5,23,0,1,0,1,0,0,0,0,0,1,0,2,1,1,0,16,1,0
1058322,6,9,1,0,4,1,5,2,2,2,0,0,0,3,3,3,2,0,0,0,0,0,0,0,9,0,1,0,0,0,1,4,1,2,3,0,1,3,2,0,0,3,0,0,0,1,1,0,3,52,0,1,0,2,0,0,0,0,0,4,0,2,1,1,0,11,1,0
1058323,6,1,12,0,3,1,2,2,2,1,0,3,0,5,3,10,3,0,0,0,0,0,0,0,4,0,1,0,0,0,1,4,2,2,2,0,2,4,2,2,4,4,1,0,0,1,1,0,4,51,0,1,0,1,0,1,0,0,0,5,0,2,1,1,0,11,1,0
1058324,7,11,1,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,2,2,0,0,2,1,2,0,0,2,0,1,1,0,0,0,0,0,0,6,0,2,10,0,4,9,1,0,0,0,0,3,0,0,0,2,2,1,10,5,2
1058325,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,2,4,0,2,0,111,0,0,1,0,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1058326,6,11,1,0,0,1,5,2,2,0,0,0,0,4,4,0,1,0,0,0,0,0,0,0,7,1,2,0,0,0,1,2,1,2,2,0,2,0,2,2,0,2,0,0,0,1,1,0,2,10,0,2,8,1,0,0,0,0,0,5,0,1,1,1,0,7,1,1
1058327,4,1,1,0,4,1,3,2,2,1,0,0,0,4,4,1,3,0,0,1,0,0,0,0,6,0,1,0,0,0,1,4,2,2,1,0,2,2,2,0,0,4,0,0,0,1,1,0,4,52,0,1,0,1,0,0,0,0,0,3,0,2,1,1,0,15,1,0
1058328,7,11,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,0,0,0,4,2,2,0,0,2,0,2,1,0,0,0,0,0,0,6,0,2,23,0,1,0,1,0,0,0,0,3,0,0,0,2,2,0,11,5,0
1058329,3,1,1,0,0,1,0,2,2,0,0,2,0,3,0,0,1,0,0,0,0,0,0,1,4,0,2,2,4,0,0,4,2,2,6,0,2,0,1,0,1,2,0,0,0,0,6,0,2,22,0,6,0,2,0,1,0,0,3,0,0,1,1,2,0,10,2,0
1058330,3,1,1,0,0,1,5,2,2,0,0,3,0,1,1,0,1,0,0,0,0,0,0,0,9,0,2,0,0,0,1,4,2,2,1,0,2,0,2,1,1,2,1,0,0,1,1,0,2,10,0,1,0,1,0,1,0,0,0,6,0,1,1,1,0,13,1,0
1058331,1,3,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,1,0,0,0,0,0,2,1,0,0,2,0,221,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1058332,4,3,1,0,0,1,2,2,2,2,0,4,0,3,3,0,1,0,0,0,0,0,0,0,9,0,1,0,0,0,1,4,2,2,2,0,2,0,2,2,2,2,1,0,0,1,1,0,2,10,0,1,0,1,0,1,0,0,0,1,0,2,1,1,0,10,1,0
1058333,4,1,2,0,0,3,3,2,2,0,0,1,0,5,4,0,2,0,0,0,0,0,0,0,10,0,2,0,0,0,1,4,2,2,3,0,2,0,2,1,2,3,1,0,0,1,1,0,3,10,0,1,0,1,0,1,0,0,0,2,0,2,1,1,0,13,1,0
1058334,4,1,2,0,0,1,4,2,2,0,0,5,0,1,1,0,1,0,0,0,0,0,0,0,8,0,2,0,0,0,1,4,2,2,1,0,2,0,2,2,2,2,1,0,0,1,1,0,2,10,0,1,0,3,0,1,0,0,0,4,0,1,1,1,0,11,1,0
1058335,6,1,2,0,0,1,4,2,2,0,0,0,0,3,5,0,4,0,0,1,0,0,0,0,4,0,2,0,0,0,1,4,2,2,1,0,2,0,2,1,0,5,0,0,0,1,1,0,5,21,0,1,0,1,0,0,0,0,0,4,0,2,1,1,0,11,1,0
1058336,2,3,1,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,2,0,0,0,0,0,2,1,4,0,3,0,112,0,0,1,0,10,1,0,0,3,0,1,0,0,0,0,0,0,0,2,0,5,0,0
1058337,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,2,4,0,2,0,111,0,0,1,0,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1058338,3,3,1,0,4,1,4,2,2,1,0,1,8,0,2,6,0,0,0,0,0,0,0,0,9,0,1,0,2,0,4,4,1,2,1,0,1,4,1,1,4,0,8,0,0,0,1,0,0,52,0,4,0,2,0,1,0,0,0,6,0,0,2,1,0,15,1,0
1058339,3,1,1,0,0,1,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,2,4,0,0,4,1,2,2,0,2,0,2,2,4,0,2,0,0,0,6,0,0,10,0,6,0,1,0,1,0,0,3,0,0,0,2,2,0,13,3,0
1058340,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,1,0,0,2,0,112,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1058341,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,111,0,0,1,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1058342,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,112,0,0,1,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1058343,6,11,1,0,0,1,4,2,2,0,1,0,0,3,1,0,1,0,0,0,0,0,0,0,3,0,2,0,0,0,1,2,1,2,6,0,2,0,2,1,0,2,0,0,0,2,1,0,2,23,0,1,7,1,0,0,0,0,0,5,0,1,1,1,0,7,1,1
1058344,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,1,0,0,2,0,111,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1058345,5,2,1,0,0,1,4,2,2,0,0,1,0,3,4,0,3,0,0,1,0,0,0,0,4,0,2,0,4,0,2,4,1,2,2,0,2,0,2,2,4,4,2,0,0,0,1,0,4,10,0,6,0,1,0,1,0,0,0,6,0,2,1,1,0,11,1,0
1058346,3,11,1,4,0,1,0,2,2,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,3,0,2,1,0,0,0,2,1,2,5,0,2,0,2,1,0,2,2,0,0,0,3,0,2,10,0,2,1,1,1,0,0,0,3,0,0,1,1,2,0,10,2,1
1058347,5,1,1,0,0,3,3,1,2,0,0,0,0,3,3,0,2,0,0,1,0,0,0,0,10,0,2,0,0,0,1,2,1,2,1,0,2,0,2,1,0,3,0,0,0,1,1,0,3,23,0,1,4,1,0,0,0,0,0,5,1,2,1,1,0,10,1,1
1058348,3,1,2,0,0,1,3,2,2,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,4,0,2,0,4,0,1,4,1,2,5,0,2,0,2,1,0,2,2,0,0,1,1,0,2,10,0,6,0,1,0,0,0,0,0,6,0,2,1,1,0,10,1,0
1058349,4,11,1,0,0,4,3,2,2,0,0,0,0,3,5,0,1,0,0,0,0,0,0,0,3,0,2,0,0,0,1,4,1,2,5,0,2,0,1,2,0,2,1,0,0,1,1,0,2,10,0,1,0,1,0,0,0,0,0,5,0,1,1,1,0,11,1,0
1058350,6,1,1,0,0,1,4,2,2,0,0,1,0,3,3,0,2,0,0,0,0,0,0,0,9,1,2,0,0,0,1,2,2,2,2,0,2,0,2,1,4,3,1,0,0,1,1,0,3,23,0,1,8,2,0,1,0,0,0,2,0,2,1,1,0,11,1,1
1058351,4,7,1,4,4,1,0,2,2,1,0,2,0,0,0,4,0,0,0,0,0,0,0,0,4,0,1,1,0,0,0,4,2,2,1,0,2,5,2,2,3,0,1,0,0,0,2,0,0,52,0,1,0,1,0,1,0,0,2,0,0,0,2,2,0,15,3,0
1058352,7,0,1,0,0,1,4,2,2,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,4,1,2,0,0,0,1,2,1,2,6,0,1,0,2,1,0,0,0,0,0,1,1,0,2,23,0,1,9,1,0,0,0,0,0,5,0,0,2,0,1,9,1,2
1058353,4,1,2,0,0,2,0,2,2,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,9,0,2,2,0,0,0,4,1,2,1,0,2,0,1,2,3,2,1,0,0,0,2,0,2,10,0,1,0,1,0,1,0,0,2,0,0,1,1,2,0,11,1,0
1058354,5,1,1,0,0,1,0,2,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,2,0,0,0,4,1,2,2,0,2,0,2,1,2,0,0,0,0,0,6,0,0,10,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,10,3,0
1058355,7,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,4,1,2,0,0,2,0,2,2,0,0,0,0,0,0,6,0,3,21,0,1,0,1,0,0,0,0,3,0,0,0,2,2,0,10,6,0
1058356,6,1,1,0,0,1,0,2,2,0,0,0,0,3,5,0,3,0,0,0,0,0,0,0,4,1,2,0,0,0,11,2,1,2,2,0,2,0,2,1,0,4,0,0,0,0,1,0,4,21,0,1,8,1,0,0,0,0,0,0,0,2,1,1,0,12,1,1
1058357,6,1,1,0,0,1,5,2,2,0,1,0,0,3,3,0,2,0,0,1,0,0,1,1,4,0,2,0,0,1,1,2,2,2,3,0,2,0,2,2,0,3,0,0,0,1,1,0,4,23,0,1,4,1,0,0,0,0,0,2,1,2,1,1,0,14,1,2
1058358,6,1,1,0,0,1,0,2,2,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,9,0,2,2,0,0,0,2,1,1,1,0,2,0,2,1,4,4,0,0,0,0,6,0,4,24,0,1,10,1,0,1,0,0,3,0,0,2,1,2,1,10,2,1
1058359,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,0,4,0,2,0,113,0,0,1,0,23,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,0,0
1058360,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,1,4,0,2,0,221,0,0,1,0,21,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,5,0,0
1058361,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,2,4,0,2,0,121,0,0,1,0,23,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,0,0
1058362,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,2,0,0,0,0,0,2,2,0,0,3,0,111,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1058363,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,2,4,0,2,0,112,0,0,1,0,10,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1058364,7,1,2,0,0,4,0,2,2,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,9,0,2,2,0,0,0,2,1,2,1,0,2,0,2,1,0,2,0,0,0,0,6,0,4,23,0,1,10,1,0,0,0,0,3,0,0,1,1,2,1,13,2,1
1058365,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,2,0,0,0,0,0,2,1,0,0,2,0,111,0,0,1,0,21,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1058366,6,1,2,0,0,0,0,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4,2,2,0,0,2,0,2,2,4,0,1,0,0,0,6,0,0,10,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,14,6,0
1058367,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,2,0,0,2,0,111,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1058368,6,11,1,0,0,0,0,2,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4,2,1,0,0,1,0,1,0,2,0,1,0,0,0,6,0,0,10,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,8,7,0
1058369,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,1,1,0,0,2,0,222,0,0,1,0,10,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1058370,2,0,1,0,1,0,0,2,2,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,4,2,2,0,0,2,1,1,1,0,0,2,0,222,0,6,1,0,36,1,6,0,2,0,0,0,0,0,0,0,0,2,0,0,8,7,0
1058371,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,1,2,4,0,2,0,222,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0
1058372,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,1,1,4,0,2,0,111,0,0,1,0,22,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1058373,5,0,1,0,0,1,2,2,2,0,0,0,0,3,3,0,2,0,0,0,0,0,0,0,4,0,2,0,0,0,1,4,1,2,6,0,1,0,2,1,0,3,0,0,0,1,1,0,3,10,0,1,0,1,0,0,0,0,0,4,0,2,1,0,0,7,1,0
1058374,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,1,0,0,0,0,0,2,1,0,0,2,0,223,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,5,0,0
1058375,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,0,4,0,2,0,134,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,5,0,0
1058376,6,1,1,0,0,7,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,2,0,0,0,0,2,1,2,4,0,2,0,2,1,0,0,0,0,0,0,6,0,4,10,0,1,10,1,0,0,0,0,0,0,0,0,2,0,1,11,3,1
1058377,5,1,1,0,0,1,2,2,2,0,0,0,0,5,3,0,2,0,0,0,0,0,0,0,3,0,2,0,0,0,1,2,2,2,5,0,2,0,2,2,0,3,0,0,0,1,1,0,3,24,0,1,4,1,0,0,0,0,0,4,1,2,1,1,0,10,1,1
1058378,3,4,1,0,3,1,3,2,2,0,0,0,0,3,3,4,2,0,0,0,0,0,0,0,7,0,2,0,0,0,1,4,1,2,6,0,2,4,2,1,0,3,0,0,0,1,1,0,3,51,0,1,0,1,0,0,0,0,0,2,0,2,1,1,0,10,1,0
1058379,3,11,1,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,4,0,0,4,1,2,0,0,2,0,1,1,4,0,2,0,0,0,6,0,2,21,0,6,0,1,0,1,0,0,3,0,0,0,2,2,0,9,7,0
1058380,4,1,1,0,0,1,2,2,2,0,0,3,0,3,3,0,2,0,0,0,0,0,0,0,4,0,2,0,0,0,1,4,2,2,6,0,2,0,2,1,2,3,0,0,0,1,1,0,3,24,0,1,0,1,0,1,0,0,0,3,0,2,1,1,0,11,1,0
1058381,5,1,1,0,0,7,3,2,2,0,0,0,0,5,5,0,1,0,0,0,0,0,0,0,4,0,2,0,0,0,1,4,1,2,5,0,2,0,2,2,0,2,0,0,0,1,1,0,2,10,0,1,0,1,0,0,0,0,0,5,0,2,1,1,0,10,1,0
1058382,6,1,2,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,4,2,2,0,0,2,0,2,1,4,0,1,0,0,0,6,0,2,10,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,5,7,0
1058383,6,11,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,4,0,0,4,1,1,0,0,1,0,1,1,0,0,13,0,0,0,6,0,2,10,0,6,0,1,0,0,0,0,3,0,0,0,2,2,0,1,7,0
1058384,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,1,0,0,2,0,112,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1058385,5,9,1,0,0,1,4,2,2,0,0,3,0,3,3,0,2,0,0,0,0,0,0,0,9,0,2,0,2,0,1,4,1,2,2,0,2,0,2,1,4,3,0,0,0,1,1,0,3,10,0,4,0,1,0,1,0,0,0,2,0,1,1,1,0,11,1,0
1058386,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,0,4,0,2,0,121,0,0,1,0,23,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,5,0,0
1058387,6,1,1,0,0,1,4,2,2,0,0,2,0,4,3,0,1,0,0,1,0,0,0,1,4,0,2,0,0,0,1,4,1,2,6,0,2,0,2,0,4,2,1,0,0,2,1,0,2,23,0,1,0,1,0,1,0,0,0,3,0,1,1,1,0,6,1,0
1058388,1,9,1,0,4,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,2,0,0,0,0,3,2,1,4,0,2,0,121,0,0,1,0,52,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,5,0,0
1058389,4,1,12,0,4,0,0,2,2,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4,2,2,0,0,2,4,2,1,3,0,1,0,0,0,6,0,0,52,0,1,0,2,0,1,0,0,3,0,0,0,2,2,0,12,6,0
1058390,6,1,1,0,0,3,4,2,2,0,0,11,0,1,1,0,1,0,0,0,0,0,0,0,9,0,2,0,1,0,1,4,1,2,3,0,2,0,1,0,2,2,0,0,0,1,1,0,2,24,0,3,0,1,0,1,0,0,0,3,0,2,1,1,0,10,1,0
1058391,5,1,1,0,0,3,2,2,2,0,1,0,0,1,4,0,3,0,1,0,0,0,0,0,10,0,2,0,0,0,1,2,1,2,3,0,2,0,2,1,0,4,0,0,0,1,1,0,4,10,0,1,7,1,0,0,0,0,0,5,0,1,1,1,0,11,1,2
1058392,4,1,1,0,0,1,3,2,2,0,0,0,0,4,4,0,2,0,0,0,0,0,0,0,4,0,2,0,0,0,1,3,1,2,2,0,2,0,2,0,0,3,0,0,0,3,1,0,3,10,0,1,0,1,0,0,0,0,0,4,0,2,1,1,0,10,1,0
1058393,4,3,1,0,0,1,0,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4,0,1,2,0,0,0,4,2,2,5,0,2,0,1,1,0,2,0,0,0,0,6,0,2,23,0,1,0,1,0,0,0,0,3,0,0,1,1,2,0,5,1,0
1058394,3,1,1,0,0,1,3,2,2,0,0,0,0,5,3,0,3,0,0,0,0,0,0,0,3,0,2,0,0,0,1,4,2,2,1,0,2,0,2,1,0,4,0,0,0,1,1,0,4,23,0,1,0,1,0,0,0,0,0,4,0,2,1,1,0,14,1,0
1058395,4,1,2,0,0,1,5,2,2,0,0,3,0,3,2,0,1,0,0,1,0,0,0,1,7,0,2,0,3,0,1,4,1,2,1,0,2,0,2,1,2,2,0,0,0,1,1,0,3,10,0,5,0,1,0,1,0,0,0,6,0,1,1,1,0,11,1,0
1058396,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,122,0,0,1,0,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1058397,3,1,2,0,0,1,2,2,2,0,0,0,0,4,3,0,1,0,0,0,0,0,0,0,4,0,2,0,4,0,1,4,1,2,6,0,2,0,2,0,0,2,2,0,0,1,1,0,2,10,0,6,0,1,0,0,0,0,0,4,0,1,1,1,0,10,1,0
1058398,5,1,2,0,0,5,5,2,2,0,1,0,0,3,3,0,2,0,0,1,0,0,1,1,10,0,2,0,0,1,1,2,1,2,2,0,2,0,2,3,0,3,0,0,0,1,1,0,4,21,0,1,4,1,1,0,0,0,0,3,1,1,1,1,0,11,1,2
1058399,5,8,1,0,4,2,4,2,2,0,0,0,0,4,4,5,4,1,0,1,0,0,0,0,9,0,2,0,0,0,1,4,2,2,1,0,2,3,2,1,0,5,0,0,0,1,1,0,5,52,0,1,0,1,0,0,0,0,0,3,0,2,1,1,0,17,1,0
